Date,Length,Name,Text
2015-03-04,1,Violeta Bulc,"Opening remarks at the Spring Cocktail hosted by the International Road Transport Union (IRU), Brussels."
2015-03-05,1,Corina Creţu,The Commissioner is in mission in Spain
2015-03-05,1,Federica Mogherini,Travels to Finland
2015-03-05,1,Jean-Claude Juncker,"Jean-Claude JUNCKER is granted an audience with Spanish King Felipe, Madrid"
2015-03-05,1,Vytenis Andriukaitis,Visit to the Netherlands
2015-03-05,1,Neven Mimica,'Friends of Europe conference : Financing for Development conference'
2015-03-05,1,Jonathan Hill,Delivers the opening speech at the Sixth Annual European Financial Services Round Table
2015-03-05,1,Violeta Bulc,"Meeting with Irena Majcen, Slovenian Minister of the Environment and Spatial Planning."
2015-03-05,1,Violeta Bulc,"Meeting with Wilma Mansveld, State Secretary for Infrastructure and Environment of The Netherlands."
2015-03-05,1,Vĕra Jourová,"Ms Vĕra Jourová speaks at Conference on Empowering Women and Girls through Education (European Parliament, Brussels)"
2015-03-05,1,Christos Stylianides,Speaking at the ALL ECHO DAY Seminar
2015-03-05,1,Marianne Thyssen,European Good Practice Award Ceremony – EU-OSHA
2015-03-05,1,Valdis Dombrovskis,High level conference - A new start for Social Dialogue
2015-03-05,1,Marianne Thyssen,"High Level Event ""A new start for social dialogue"""
2015-03-05,1,Karmenu Vella,"Keynote speech at the 2015 European Circular Economy Conference, organised by Forum Europe"
2015-03-05,1,Marianne Thyssen,5th anniversary of Women on Board
2015-03-05,1,Tibor Navracsics,6th University Business Forum - PARTNERSHIPS FOR JOBS AND GROWTH
2015-03-05,1,Carlos Moedas,"Commissioner Moedas receives Ms Virginija Lanbakk, Director of the European Institute for Gender Equality."
2015-03-05,1,Andrus Ansip,Meets French National Assembly Numerical Commission Group
2015-03-05,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Ibrahim Baylan, Minister for Energy in the Swedish Government; Brussels."
2015-03-05,1,Corina Creţu,Mission to Spain: Corina Creţu is in Madrid
2015-03-05,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Peter Žiga, Minister of the Environment of the Slovak Republic; Brussels."
2015-03-05,1,Maroš Šefčovič,"Maroš Šefčovič receives Mrs. Marie-Ségolène Royal, Minister for Ecology, Sustainable Development and Energy of France; Brussels."
2015-03-05,1,Kristalina Georgieva,Official visit to Germany
2015-03-05,1,Neven Mimica,"Meeting with Mr Gustavo Leite, Minister of Industry and Trade of Paraguay"
2015-03-05,1,Karmenu Vella,Keynote speech at opening of Pan-European Dialogue on cruise Tourism
2015-03-05,1,Pierre Moscovici,participates in the High-level Conference on the relaunch of social dialogue
2015-03-05,1,Maroš Šefčovič,"Maroš Šefčovič participates at the Transport, Telecommunications and Energy Council (TTE); Brussels."
2015-03-05,1,Jean-Claude Juncker,gives the closing address at the High Level Conference - A new start for Social Dialogue
2015-03-05,1,Neven Mimica,"Meeting with Ms Gunta Anca,Vice President European Disability Forum, and Mr Johannes Trimmer, Board Member, International Disability and Development Consortium"
2015-03-05,1,Neven Mimica,"Meeting with Mr Goran Granic, Director of Energy Institute ""H.Pozar"""
2015-03-05,1,Carlos Moedas,"Commissioner Moedas attends the Committee for Research Innovation and Technology policy of the Federation of German Industries European Investment Bank Group, Brussels"
2015-03-05,1,Tibor Navracsics,HIGH LEVEL CONFERENCE – A NEW START FOR SOCIAL DIALOGUE
2015-03-05,1,Andrus Ansip,"Meets Henk Kamp, Netherlands' Minister of Economic Affairs"
2015-03-05,1,Karmenu Vella,Karmenu Vella receives Norwegian Minister of Climate and Environment Ms. Sundtoft
2015-03-05,1,Günther Oettinger,"Bundesfinanzministerium im Dialog: ""Wachstumstreiber Digitalisierung"""
2015-03-05,1,Christos Stylianides,"Meeting with Dr Joanne Liu, President of MSF"
2015-03-05,1,Jonathan Hill,"Receives Mr Federico GHIZZONI, CEO, UniCredit"
2015-03-05,1,Carlos Moedas,"Commissioner Moedas meets the Executive Directors of the International Monetary Fund, Brussels"
2015-03-05,1,Cecilia Malmström,"Meeting with Axel EGGERT, Director General of the European Steel Association"
2015-03-05,1,Christos Stylianides,"Meeting with Mr Toby Porter, Chief Executive, HelpAge International"
2015-03-05,1,Jonathan Hill,Receives the IMF EU Executive Directors
2015-03-05,1,Cecilia Malmström,"Meeting with Gustavo LEITE, Minister of Industry and Trade, Paraguay"
2015-03-05,1,Cecilia Malmström,Speech at the ‘Unleashing the Potential of EU Trade Policy: Time for Action’ Conference organized by EuroCommerce and the Foreign Trade Association
2015-03-05,1,Jonathan Hill,"Receives Ms Emma MARCEGAGLIA, President, BusinessEurope"
2015-03-05,1,Miguel Arias Cañete,Gives a keynote speech on Improving industrial competitiveness through energy efficiency in regard to the 2030 framework at the Sofitel Hotel in Brussels
2015-03-05,1,Johannes Hahn,15:30 Mr Johannes Hahn receives Mr Ditmir Bushati Albanian Minister of Foreign Affairs
2015-03-05,1,Karmenu Vella,Meeting of the EU Climante and Environment Ministers and the Green 10 organizations
2015-03-06,1,Corina Creţu,Mission to Spain: Corina Creţu is in Sevilla and in Extremadura
2015-03-06,1,Neven Mimica,"Days of Directorate General ""International Cooperation and Development"""
2015-03-06,1,Violeta Bulc,"Closing speech at conference on ""Remotely Piloted Aircraft Systems: Framing the Future of Aviation"", Riga."
2015-03-06,1,Marianne Thyssen,Bell ceremony at Euronext (International Women’s Day)
2015-03-06,1,Johannes Hahn,Mr Johannes Hahn participates in the Gymnich informal meeting of Ministers of Foreign Affairs
2015-03-06,1,Marianne Thyssen,VRG Alumni Day at the KU Leuven
2015-03-06,1,Karmenu Vella,Karmenu Vella meets with Luxembourgish Environment Minister Mr Dieschbourg
2015-03-06,1,Valdis Dombrovskis,Meeting with President of the German Savings Banks Association
2015-03-06,1,Andrus Ansip,"Meets Larry Strickling, Administrator for the National Telecommunications and Information Administration at the U.S. Department of Commerce"
2015-03-06,1,Christos Stylianides,"Speech at the ""European Year of Development 2015 - our world, our dignity, our future"" event, Athens, Greece"
2015-03-06,1,Maroš Šefčovič,Maroš Šefčovič gives a speech on 'smart cities' to the board of the Energy Cities Association; Brussels.
2015-03-06,1,Maroš Šefčovič,Maroš Šefčovič participates at the European Environment Council meeting regarding Energy Union.
2015-03-06,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Carlo des Dorides, Executive Director of the European Global Navigation Satellite Systems Agency (GSA); Brussels."
2015-03-06,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Rasmus Helveg Petersen Minister for Climate, Energy and Building of Denmark; Brussels."
2015-03-06,1,Cecilia Malmström,"Mission to Spain: i.a. Speech at Forum Nueva Economía; Citizens' Dialogue with students of IE Business School; Meeting with Luis De Guindos, Minister of Economy and Competitiveness"
2015-03-06,1,Carlos Moedas,"Commissioner Moedas receives Mr Marc Cathelineau, ‎Senior Vice President of Thales"
2015-03-06,1,Neven Mimica,Signature NIP Mali
2015-03-06,1,Karmenu Vella,"Karmenu Vella meets with Slovenian Minister for Environment, Mrs Irena Majcen"
2015-03-06,1,Federica Mogherini,"Chairs the Informal Meeting of Ministers for Foreign Affairs (Gymnich), Riga"
2015-03-06,1,Tibor Navracsics,Presentation of the Commission's Work Programme for 2015 at the Representation of the European Commission in Hungary
2015-03-06,1,Jonathan Hill,"Receives Mr Peter FAROSS, Secretary General, UEAPME"
2015-03-06,1,Karmenu Vella,Environmental Council
2015-03-06,1,Vytenis Andriukaitis,Meeting with Association of European Cancer Leagues
2015-03-06,1,Christos Stylianides,"Meeting with Mr Nikos Chountis, Greek Alternate Minister of Foreign Affairs, Responsible for EU Affairs, (Athens, Greece)"
2015-03-06,1,Pierre Moscovici,est auditionné par la Commission des Affaires étrangères de l'Assemblée nationale française (Paris)
2015-03-07,1,Violeta Bulc,"Attends ceremonies on the occasion of Maritime Day, Portorož, Slovenia."
2015-03-07,1,Johannes Hahn,Mr Johannes Hahn participates in the Gymnich informal meeting of Ministers of Foreign Affairs
2015-03-08,1,Kristalina Georgieva,"Takes part in a Women in Politics discussion together with the Bulgarian Deputy Prime Minister, Ms Meglena Kuneva, in Sofia, Bulgaria."
2015-03-08,1,Federica Mogherini,"Addresses to the UNSC on the briefing on ""Cooperation between the UN and EU""; participates in the opening Session of the Commission on the Status of Women and the meeting with the High-level Independent Panel on Peace Operations, New York"
2015-03-08,1,Federica Mogherini,"Meets Mr Ban Ki-moon UNSG, Mr Sam Kutesa President of the UNGA and Ms Phumzile Mlambo-Ngcuka, Executive Director of UN Women, New York"
2015-03-09,1,Margrethe Vestager,"Speech to Pension Denmark on the first 100 days as EU Commissioner, Copenhagen."
2015-03-09,1,Johannes Hahn,09:00 Mr Johannes Hahn receives Deputy Foreign Minister of Belarus Ms Alena Kupchyna
2015-03-09,1,Frans Timmermans,"Exchange of views with the Committee on Environment, Public Health and Food Safety of the European Parliament"
2015-03-09,1,Vytenis Andriukaitis,Strasbourg session
2015-03-09,1,Valdis Dombrovskis,"Attends the EPSCO, Brussels"
2015-03-09,2,Tibor Navracsics,European Parliament plenary sessions in Strasbourg
2015-03-09,1,Kristalina Georgieva,"Delivers a keynote speech at the 20th Anniversary of the National Trust EcoFund in Sofia, Bulgaria"
2015-03-09,1,Neven Mimica,Meeting with the Global Polio Eradication Initiative
2015-03-09,1,Vĕra Jourová,Ms Vĕra Jourová presents the EU Justice Scoreboard 2015
2015-03-09,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Markku Markkula, President of the Committee of the Region; Brussels."
2015-03-09,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Natig Aliyev, Minister of Energy of Azerbaijan; Brussels."
2015-03-09,1,Maroš Šefčovič,"Maroš Šefčovič receives Mrs. Annemie Turtelboom - Viceminister-president and Flemish minister of Finances, Budget and Energy; Brussels."
2015-03-09,1,Andrus Ansip,"Meets Board of Directors of EDiMA, the European trade association representing online platforms"
2015-03-09,1,Jonathan Hill,"Reçoit M. Michel SAPIN, Ministre des Finances et des Comptes publics de la France"
2015-03-09,1,Karmenu Vella,"Mr Karmenu Vella receives the Secretary-General of Copa-Cogeca, Mr Pekka Pesonen"
2015-03-09,1,Günther Oettinger,European Innovation Summit on Active and Healthy Ageing
2015-03-09,1,Frans Timmermans,"Meeting with Mr Jan Pieter Donner, Vice-President of the Council of State (Raad van State) of the Netherlands"
2015-03-09,1,Frans Timmermans,"Meeting with Mr Pier Carlo Padoan, Minister of Economy and Finances of Italy"
2015-03-09,1,Günther Oettinger,"Pascal Lamy, Delors Institute"
2015-03-09,1,Valdis Dombrovskis,"Attends the EUROGROUP, Brussels"
2015-03-09,1,Pierre Moscovici,EUROGROUP
2015-03-09,1,Karmenu Vella,Mr Karmenu Vella receives members of the EU Water Alliance
2015-03-09,1,Johannes Hahn,"19.00 Mr Johannes Hahn participates in the exchange of views on the ENP Review with AFET (EP), in Strasbourg"
2015-03-10,1,Violeta Bulc,"Attending plenary session of European Parliament, Strasbourg"
2015-03-10,1,Karmenu Vella,"European Parliament session, Strasbourg"
2015-03-10,1,Frans Timmermans,Meeting with the Conference of the Committee of Chairs of the European Parliament
2015-03-10,1,Frans Timmermans,Working Breakfast with the Committee on Women's Rights and Gender Equality of the European Parliament on the occasion of International Women's Day (March 8)
2015-03-10,1,Johannes Hahn,Mr Johannes Hahn participates in the College meeting of the European Commission
2015-03-10,1,Violeta Bulc,"Meeting with MEP David-Maria Sassoli, Strasbourg"
2015-03-10,1,Valdis Dombrovskis,"Attends the ECOFIN, Brussels"
2015-03-10,2,Corina Creţu,Corina Creţu is on a three-day mission to Romania
2015-03-10,1,Pierre Moscovici,ECOFIN
2015-03-10,1,Corina Creţu,Mission to Romania: Corina Crețu meets with Prime Minister Victor Ponta and with Minister of Transport Ioan Rus
2015-03-10,1,Neven Mimica,"European Parliament session, Strasbourg"
2015-03-10,1,Maroš Šefčovič,Maroš Šefčovič participates in the plenary session of the European Parliament; Strasbourg.
2015-03-10,1,Christos Stylianides,Meeting of the College of Commissioners (Strasbourg)
2015-03-10,1,Johannes Hahn,"12.15 Mr Johannes Hahn meets Council of Europe Commissioner for Human Rights Mr Nils Muižnieks, in Strasbourg"
2015-03-10,1,Johannes Hahn,Mr Johannes Hahn participates in the Plenary Session of the European Parliament in Strasbourg
2015-03-10,1,Federica Mogherini,"Attends the Commission College meeting, Strasbourg"
2015-03-10,1,Carlos Moedas,Commissioner Moedas takes part in the College meeting in Strasbourg
2015-03-10,1,Jonathan Hill,"Receives Mr Jeroen DIJSSELBLOEM, Minister for Finance of the Netherlands and Eurogroup President"
2015-03-10,1,Federica Mogherini,"Attends the European Parliament plenary session, Strasbourg"
2015-03-10,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the High-level round-table on the occasion of the 10th World Down Syndrome Day, in Strasbourg"
2015-03-10,1,Karmenu Vella,Karmenu Vella meets with MEP Gerbrandy
2015-03-10,1,Jean-Claude Juncker,"meets with former Russian Prime Minister, Mr Mikhail Kasyanov"
2015-03-10,1,Jean-Claude Juncker,Meets with King Abdullah of Jordan
2015-03-10,1,Jean-Claude Juncker,Meeting of the College of Commissioners
2015-03-10,2,Günther Oettinger,MIPIM
2015-03-10,1,Valdis Dombrovskis,"Meeting with Denmark's Minister for Economic and Interior Affairs Morten Oste, Brussels"
2015-03-10,1,Karmenu Vella,Karmenu Vella meets with MEP Bonafè
2015-03-10,1,Cecilia Malmström,Plenary Session of the European Parliament in Strasbourg
2015-03-10,1,Christos Stylianides,"Plenary debate on Ebola, European Parliament, Strasbourg"
2015-03-10,1,Karmenu Vella,Karmenu Vella meets with MEPs Hölvényi & Pietikäinen
2015-03-10,1,Carlos Moedas,Commissioner Moedas takes part in the ITRE Committee in the European Parliament in Strasbourg
2015-03-11,1,Valdis Dombrovskis,"Attends the European Parliament plenary session, Strasbourg"
2015-03-11,2,Vytenis Andriukaitis,Visit to Lithuania
2015-03-11,1,Marianne Thyssen,Debate on EU semester in European Parliament
2015-03-11,1,Johannes Hahn,"Mr Johannes Hahn participates in the Parliamentary Assembly of the Union for the Mediterranean, Strasbourg"
2015-03-11,1,Corina Creţu,Mission to Romania: Corina Crețu meets with President Klaus Iohannis and with Minister for European Funds Eugen Teodorovici
2015-03-11,1,Carlos Moedas,"Commissioner Moedas meets with Mr Marc Hansen, Secretary of State for Higher Education and Research, in Luxembourg"
2015-03-11,1,Vĕra Jourová,"Ms Vĕra Jourová receives Ms Isabelle Falque-Pierrotin, Chair of the Article 29 Working Party, Chair of the CNIL"
2015-03-11,1,Carlos Moedas,Commissioner Moedas visits the Cité des Sciences in Luxembourg
2015-03-11,1,Pierre Moscovici,"rencontre M. Pascal Lamy, Président d’honneur du think tank Notre Europe - Institut Jacques Delors (Paris)"
2015-03-11,1,Pierre Moscovici,"rencontre M. Louis Schweitzer, Commissaire général à l'Investissement (Paris)"
2015-03-11,1,Carlos Moedas,"Commissioner Moedas meets with Mr Alex Brenninkmeijer, Member of the Court of Auditors, in Luxembourg"
2015-03-11,1,Miguel Arias Cañete,"Commissioner meets with Ana Pastor Julián, Spanish Minister of Public Works and Transport (Strasbourg)"
2015-03-11,1,Carlos Moedas,"Commissioner Moedas meets with Mr Werner Hoyer, President of the European Investment Bank, in Luxembourg"
2015-03-11,2,Marianne Thyssen,Visit to Spain
2015-03-11,1,Carlos Moedas,"Commissioner Moedas meets with Mr Pier Luigi Gilibert, CEO of the European Investment Fund, and Ms Marjut Santoni, Deputy Chief Executive of the European Investment Fund, in Luxembourg"
2015-03-12,1,Margrethe Vestager,"Roundtable Meeting ""Competition in an ailing economy – Towards better times"" with Kreab"
2015-03-12,4,Christos Stylianides,"Attending the UN World Conference on Disaster Risk Reduction (Sendai, Japan)"
2015-03-12,1,Violeta Bulc,"Meeting with Anrijs Matīss, Latvian Minister for Transport"
2015-03-12,1,Violeta Bulc,Meeting with representatives of the Fédération Internationale de l'Automobile (FIA)
2015-03-12,1,Johannes Hahn,Johannes Hahn at the EP in Strasbourg
2015-03-12,1,Margrethe Vestager,"Keynote speech at Studienvereinigung Kartellrecht conference, Brussels"
2015-03-12,1,Vĕra Jourová,"Ms Vĕra Jourová receives Mr Codrin Scutaru, Romanian Deputy Minister of Labour, Family, Social Protection and the Elderly"
2015-03-12,1,Corina Creţu,Mission to Romania: Corina Crețu speaks at the Conference on Financing Opportunities for SMEs
2015-03-12,1,Carlos Moedas,"Commissioner Moedas delivers a speech at the BUSINESSEUROPE Executive Committee Meeting, in Brussels"
2015-03-12,1,Tibor Navracsics,"Speech at a conference in Riga: Cultural and Creative Crossovers: Partnering culture with other sectors to maximize creativity, growth and innovation"
2015-03-12,1,Corina Creţu,Mission to Romania: Corina Crețu speaks at the launch of the Operational Programme Administrative Capacity
2015-03-12,1,Karmenu Vella,"Mr Karmenu Vella receives the Minister of Environment and Protection of Land and Sea of Italy, Mr Gian Luca Galletti"
2015-03-12,1,Miguel Arias Cañete,Commissioner delivers Keynote speech on the role of retail in the Energy Union- Citizens' Energy Forum (London)
2015-03-12,1,Maroš Šefčovič,"Maroš Šefčovič gives a keynote speech at the Ministerial meeting of Visigrad 4 (V4) and Nordic and Baltic (NB8) countries in High Tatras, Slovakia."
2015-03-12,1,Jonathan Hill,Gives a speech at the NAPF (National Association of Pension Funds) Conference (Edinburgh)
2015-03-12,1,Carlos Moedas,"Commissioner Moedas receives Mr Stephen Morais, Chairman of EVFIN, in Brussels"
2015-03-12,1,Corina Creţu,"Mission to Romania: Corina Crețu joins Phil Hogan in visiting an EU funded project in Ratesti, Argeș County"
2015-03-12,1,Tibor Navracsics,"Opening speech at a conference in Riga: Heritage, Contemporary Architecture and Design in Interaction"
2015-03-12,1,Jean-Claude Juncker,"Receives the Head of the Government of Andorra, Mr. Antoni Martí"
2015-03-12,1,Valdis Dombrovskis,"Meeting with Finland Prime Minister Alexander Stubb, Helsinki"
2015-03-12,1,Miguel Arias Cañete,"Commissioner meets with Energy and Climate Change Select Committee of the House of Commons, UK Parliament (London)"
2015-03-12,1,Federica Mogherini,"Chairs the informal developement ministerial meerting, Brussels"
2015-03-12,1,Neven Mimica,Informal meeting of EU ministers for development
2015-03-12,1,Karmenu Vella,Informal meeting of EU ministers for development
2015-03-12,1,Cecilia Malmström,"Participation at the Breugel's ""A Fresh Start for T-TIP: Strategies for Moving Forward"" Workshop"
2015-03-13,1,Federica Mogherini,"Participates at the Egypt Economic Development Conference, Sharm El-Sheikh"
2015-03-13,1,Neven Mimica,Meeting with Think Tanks on development issues
2015-03-13,1,Andrus Ansip,"Meets Heiko Maas, Germany's Minister of Justice and Consumer Affairs"
2015-03-13,1,Violeta Bulc,"Attending meeting of the Transport, Telecommunications and Energy (TTE) Council, Brussels"
2015-03-13,1,Johannes Hahn,Johannes Hahn gives opening lecture at the 650 year Celebration of the University of Vienna
2015-03-13,1,Jean-Claude Juncker,"Receives M. François Fillon, former Prime Minister of France"
2015-03-13,1,Valdis Dombrovskis,"Meeting with Finland Minister of Finance Anntti Rinne and participates in a panel discussion on the EU Economic Governance and Finnish Economy at the European Commission Representation in Finland, Helsinki"
2015-03-13,1,Carlos Moedas,Commissioner Moedas receives Mgr Alain Paul Lebeaupain in Brussels
2015-03-13,1,Maroš Šefčovič,Maroš Šefčovič participates at the EUFORES Inter-Parliamentary meeting on 'Renewable Energy and Energy Efficiency' in Vienna.
2015-03-13,1,Vĕra Jourová,"Ms Vĕra Jourová receives Mr Goran Klemenčič, Minister of Justice of Slovenia."
2015-03-13,1,Cecilia Malmström,Mission to Stockholm: i.a. ICC Sweden Annual General Meeting; Speech at the Stockholm School of Economics
2015-03-13,1,Jean-Claude Juncker,"Receives Mr Alexis Tsipras, Prime Minister of Greece"
2015-03-13,1,Carlos Moedas,"Commissioner Moedas receives Mr Luis Felipe Reis, Chief Corporate Officer at Sonae, in Brussels"
2015-03-13,1,Karmenu Vella,"Mr Karmenu Vella receives Mr Simon Collins, Executive Officer of the Shetland Fishermen's Association"
2015-03-13,1,Jean-Claude Juncker,"Receives Professor Iveta Radicová, former Prime Minister of Slovakia"
2015-03-13,1,Miguel Arias Cañete,"Commissioner meets with Ed Davey, Secretary of State for Energy and Climate Change, UK (London)"
2015-03-13,1,Kristalina Georgieva,"Meets with Ms Helen Clark, Administrator of the United Nations Development Programme (UNDP), Sendai"
2015-03-14,1,Johannes Hahn,"Johannes Hahn gives a speech at the 15th Inter-Parliamentary meeting on renewable energy and energy efficiency Western Balkan, EUFORES, Vienna"
2015-03-14,1,Kristalina Georgieva,"Takes part in the UN World Conference on Disaster Risk Reduction, Sendai Japan"
2015-03-14,1,Kristalina Georgieva,"Meets with Ms Ertharin Cousin, Executive Director of the United Nations World Food Programme (UNWFP), Sendai"
2015-03-14,1,Kristalina Georgieva,"Meets with Mr Annick Girardin, French Minister of State for Development and Francophony, Sendai"
2015-03-14,1,Kristalina Georgieva,"Meets with Ms Ségolène Royal, French Minister of Environment, Sustainable Development and Energy, Sendai"
2015-03-14,1,Kristalina Georgieva,"Meets with Ms Margareta Wahlström, United Nations Special Representative of the Secretary-General for Disaster Risk Reduction, Sendai"
2015-03-15,1,Kristalina Georgieva,"Meets with UN Secretary-General, Ban Ki-Moon, Sendai"
2015-03-16,1,Federica Mogherini,"Chairs the Foreign Affairs Council, Brussels"
2015-03-16,1,Miguel Arias Cañete,"Gives a keynote speech at the Seminar ""energy interconnections in Europe. The role of Spain"", at the Commission Representation Office in Madrid"
2015-03-16,1,Maroš Šefčovič,"Maroš Šefčovič meets Mr. Taner Yildiz, Minister of Energy and Natural Resources of Turkey; Ankara."
2015-03-16,1,Vĕra Jourová,"Ms Vĕra Jourová receives Ms Corinne Cahen, Luxembourg Minister for Family Affairs and Integration"
2015-03-16,1,Vĕra Jourová,Ms Vĕra Jourová speaks at European Consumer Day in the European Economic and Social Committee
2015-03-16,1,Frans Timmermans,"Meeting with Mr Ard van der Steur, Rapporteur of the Dutch House of Representatives on the European Public Prosecutor's Office"
2015-03-16,1,Vĕra Jourová,"Ms Vĕra Jourová meets Mr Jiří Dienstbier, Czech Minister for Human Rights, Equal Opportunities and Legislation"
2015-03-16,1,Neven Mimica,Foreign Affairs Council - Africa
2015-03-16,1,Maroš Šefčovič,"Maroš Šefčovič meets Mr. Volkan Bozkir, Minister for EU Affairs of Turkey; Ankara."
2015-03-16,1,Frans Timmermans,"Meeting with a delegation of leaders of Environmental Protection Agencies (EPAs): Mr Hans Bruyninckx, Ms Laura Burke, Mr Maarten Hajer, Mr Georg Rebernig, Mr Michel Schilling, Ms Maria Krautzberger, Mr Nuno Lacasta and Ms Anna Dixelius"
2015-03-16,1,Miguel Arias Cañete,"Receives Ian Bradshaw- Executive Director of Trans Adriatic Pipeline (TAP), at the Commission Representation Office in Madrid"
2015-03-16,1,Miguel Arias Cañete,"Receives Maria Ortiz, Secretary General of Unión de Petroleros Independientes (UPI) at the Commission Representation Office in Madrid"
2015-03-16,1,Johannes Hahn,Mr Johannes Hahn participates in the Friend of Moldova meeting Mr Johannes Hahn participates in the Foreign Affairs Council
2015-03-16,1,Carlos Moedas,Roadshow on investment plan in Lisbon with Vice-President Katainen
2015-03-16,1,Corina Creţu,"The Commissioner participates to the launch conference of URBACT III, a European Territorial Cooperation programme to promote sustainable urban development throughout the 2014-2020 period"
2015-03-16,1,Frans Timmermans,"Meeting with Ineke Dezentjé, Terry Scuoler and Uwe Combüchen of CEEMET (Council of European Employers of teh Metal, Engineering and Technology-based industries"
2015-03-16,1,Tibor Navracsics,"Meeting with José Ángel Gurría, Secretary-General of the OECD"
2015-03-16,1,Kristalina Georgieva,"Receives Ms Roza Otunbayeva, former President of Kyrgyzstan"
2015-03-16,1,Günther Oettinger,"CEBIT Fair: ""New perspective in IT"""
2015-03-16,1,Andrus Ansip,Meets leadership of the ICC Digital Economy Commission
2015-03-16,1,Jean-Claude Juncker,"receives the Prime Minister of Moldova, Mr Chiril Gaburici"
2015-03-16,1,Jean-Claude Juncker,"participates in Notre Europe - Friends of Europe’ s event ""Présider la Commission – Gouverner l’Europe """
2015-03-16,1,Tibor Navracsics,"Meeting with Najat Vallaud-Belkacem, Minister of Education, Higher Education and Research of French"
2015-03-16,1,Johannes Hahn,"16:30 Mr Johannes Hahn meets Mr George Vella, Minister for Foreign Affairs of Malta"
2015-03-16,1,Corina Creţu,"Corina Crețu receives Mr Chiril Gaburici, the Prime Minister of Moldova"
2015-03-16,1,Tibor Navracsics,"Meeting with Irina Georgieva Bokova, Director-General of UNESCO"
2015-03-16,1,Jonathan Hill,"Meets Thomas BOOK, CEO of Eurex Clearing (Frankfurt)"
2015-03-16,1,Federica Mogherini,"Receives Foreign Ministers of Germany, Frank Walter Steinmeier, of France, Laurent Fabius, of Great Britain, Philip Hammond, and of Iran, Mohammad Javad Zarif, in the framework of nuclear negotiations with Iran"
2015-03-16,1,Johannes Hahn,"17:15 Mr Johannes Hahn meets Mr Chiril Gaburici, Prime Minister of the Republic of Moldova"
2015-03-16,1,Johannes Hahn,Mr Johannes Hahn participates in the EU-Moldova Association Council
2015-03-16,1,Kristalina Georgieva,"Takes part in the conference ""My dream for Bulgaria"" aimed at young Bulgarian professionals in Brussels"
2015-03-16,1,Miguel Arias Cañete,Participates at the Event on Renewable Energy Solutions for today's challenges and tomorrow's world at the Cinema Vendôme in Brussels
2015-03-16,1,Marianne Thyssen,Speech at the Britisch Chamber of Commerce in Belgium
2015-03-17,1,Jonathan Hill,"Meets Jürgen FITSCHEN, President, and the Board of the Association of German Banks (Frankfurt)"
2015-03-17,1,Miguel Arias Cañete,"Gives a keynote speech at the High-level Conference ""EU leading on renewable energy policy: delivering on 2020 targets and beyond"", at the Eurocenter in Tour et Taxis, in Brussels"
2015-03-17,1,Jonathan Hill,Gives a keynote speech at the Süddeutsche Zeitung Finance Day Conference (Frankfurt)
2015-03-17,1,Maroš Šefčovič,"Maroš Šefčovič participates at the ground-breaking ceremony of the Trans-Anatolian Natural Gas Pipeline (TANAP) in Kars, Turkey"
2015-03-17,1,Marianne Thyssen,"Meeting with Mr. Zoltan Balog, Hungarian Minister of Human Capacities"
2015-03-17,1,Frans Timmermans,Attendance at the meting of the General Affairs Council
2015-03-17,1,Vĕra Jourová,Ms Vĕra Jourová speaks at the 9th meeting European Platform for Roma Inclusion
2015-03-17,1,Karmenu Vella,Meeting with BirdLife Europe and FACE
2015-03-17,1,Neven Mimica,Policy Forum on Development
2015-03-17,1,Marianne Thyssen,Meeting Retorica Sint-Jozefcollege Turnhout
2015-03-17,1,Christos Stylianides,"Meeting with Ms. Yoka Brandt, UNICEF Deputy Executive Director"
2015-03-17,1,Jonathan Hill,Gives a keynote speech at the Frankfurt Finance Summit
2015-03-17,1,Günther Oettinger,Meeting with Portughese State Secretary Bruno Macais
2015-03-17,1,Miguel Arias Cañete,Receives the Prince of Wales's Corporate Leaders Group
2015-03-17,1,Johannes Hahn,Mr Johannes Hahn participates in the EU-Tunisia Association Council
2015-03-17,1,Carlos Moedas,"Commissioner Moedas receives Mr Taleb Baccouche, Tunisian Minister of Foreign Affairs"
2015-03-17,1,Cecilia Malmström,"Mission to Gothenburg: i.a. Citizens' Dialogue on TTIP; Speech at ""More Trade - More Jobs?"" Seminar"
2015-03-17,1,Marianne Thyssen,"Meeting Mr Herman Siebens, Vice-president of AEHT Europe and President of AEHT Belgium"
2015-03-17,1,Marianne Thyssen,"Meeting witt Mr. Luk Zelderloo, President of Social Services Europe"
2015-03-17,1,Corina Creţu,The Commissioner is meeting with Slovak Deputy Prime Minister Ľubomír Vážny
2015-03-17,1,Jonathan Hill,"Meets Mario DRAGHI, President, European Central Bank (Frankfurt)"
2015-03-17,1,Valdis Dombrovskis,"Attends the EAPN meeting, Brussels"
2015-03-17,1,Corina Creţu,"Corina Creţu meets the President of the European Alliance to Save Energy (EU-ASE), Ms. Monica Frassoni"
